# Gleam_name               RA_gleam     Dec_gleam     S_p          S_p_error     nu_p    nu_p_error   alpha_thin     alpha_thin_error   alpha_thick   alpha_thick_error   alpha_low       alpha_low_error   alpha_high      alpha_high_error   q              q_error       z          z_ref   S_200        S_200_error    RA_vlssr     Dec_vlssr     S_vlssr      S_vlssr_error   TGSS-ADR1_name             RA_tgss    Dec_tgss    S_tgss       S_tgss_error   MRC_name        RA_mrc       Dec_mrc       S_mrc   S_mrc_error   RA_sumss     Dec_sumss    S_sumss   S_summs_error   RA_nvss       Dec_nvss      S_nvss        S_nvss_error   S_76           S_76_err      S_84           S_84_err      S_92          S_92_err      S_99            S_99_err      S_107           S_107_err     S_115           S_115_err     S_122         S_122_err     S_130           S_130_err     S_143         S_143_err     S_151         S_151_err     S_158         S_158_err      S_166         S_166_err      S_174        S_174_err     S_181        S_181_err     S_189        S_189_err      S_197        S_197_err      S_204        S_204_err      S_212        S_212_err     S_220        S_220_err      S_227        S_227_err     
  "GLEAM J181258-745935"   273.24533    -74.993256    0.62621206   0.06765291    191.0   17.0         -0.59368366    0.123789124        2.372646      1.5891368           0.5958298       0.26265827        -0.59589595     0.10157133         -2.614648      1.0941801     ""         ""      0.6482329    0.029881844    ""           ""            ""           ""              ""                         ""         ""          ""           ""             ""              ""           ""            ""      ""            273.238      -74.99133    0.2958    0.01479         ""            ""            ""            ""             -0.23230357    0.1588615     0.049386963    0.12428708    0.12161196    0.10185457    0.13437606      0.092029564   0.1729747       0.07687098    0.30714533      0.06426213    0.32434854    0.058510642   0.5195958       0.05267774    0.5694219     0.048310634   0.51730007    0.050358098   0.49127993    0.045461215    0.58413166    0.04496258     0.7254891    0.055565424   0.643476     0.054148685   0.68725324   0.051848512    0.62943023   0.048559308    0.5860833    0.0669988      0.7259359    0.071353585   0.44173405   0.06810902     0.6168479    0.07262298    
  "GLEAM J181441+061218"   273.6746     6.20511       0.8553983    0.065169096   276.0   55.0         -1.1760813     0.50396967         0.7488991     0.5153274           0.46096313      0.16104335        -0.6156534      0.07986549         0.0515656      0.6318261     ""         ""      0.79231954   0.032278217    ""           ""            ""           ""              "TGSSADR J181441.9+061213" 273.67477  6.20367     0.6476       0.06519999     ""              ""           ""            ""      ""            ""           ""           ""        ""              273.67493     6.203968      0.2512503     0.012562515    -0.24560216    0.24444246    0.5659184      0.19592862    0.58912694    0.16467063    0.1394418       0.15121566    0.0990783       0.15231653    0.32706934      0.12991482    0.31528896    0.11222245    0.61231774      0.09596584    0.59661746    0.06936735    0.63789046    0.06483738    0.7204858     0.06039026     0.6642807     0.05742221     0.8109331    0.060517497   0.734172     0.05770922    0.78575855   0.063350745    0.81981164   0.064139664    0.7534005    0.08027635     0.9617436    0.09024012    0.6573216    0.09429012     0.81653386   0.09634516    
  "GLEAM J181935-634546"   274.8974     -63.762897    36.910973    1.926318      153.0   22.0         -0.4859366     0.0903496          1.4605652     0.47613436          0.16011505      0.07030377        -0.42351618     0.16575743         -0.63749975    0.041657448   0.06466    70      35.80761     0.037810568    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1814-637"  274.89624    -63.763054    37.0    1.85          274.896      -63.7635     19.886    0.9943          ""            ""            ""            ""             27.488752      0.836255      30.518042      0.9222577     31.601892     0.9525768     33.300655       1.0030056     34.51636        1.037927      35.25382        1.0590689     35.66513      1.0711095     36.248257       1.0885873     36.992565     1.1107337     37.22556      1.1175547     37.366543     1.1219149      37.513092     1.126459       37.32671     1.120838      37.926167    1.1388685     37.32013     1.1208174      36.973232    1.1106752      34.888195    1.0497061      34.36491     1.0347933     33.55905     1.0099795      33.358845    1.005252      
  "GLEAM J182331-705604"   275.8806     -70.93445     4.454087     0.078117125   102.0   22.0         -0.8918152     0.11211655         1.5853465     0.5994381           -0.39750654     0.07353091        -0.8297135      0.10856228         -0.6986669     0.07323842    ""         ""      3.3155484    0.03332574     ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1817-709"  275.88       -70.93389     1.84    0.092         275.8736     -70.93325    1.0048    0.05024         ""            ""            ""            ""             4.3672533      0.19488731    4.312812       0.16833271    4.4676495     0.16476646    4.3865027       0.1546544     4.4059944       0.14973573    4.351475        0.14088336    4.2021265     0.13450864    4.2259674       0.13390906    4.1320677     0.13310124    3.9986255     0.12887278    3.9309452     0.12503171     3.8610744     0.12299637     3.6830757    0.121194676   3.6715066    0.12127052    3.5339797    0.11648063     3.4635708    0.11618535     3.0963087    0.12193661     3.094116     0.12016056    2.789286     0.11742366     2.72         0.11737031    
  "GLEAM J182617+183152"   276.57455    18.531248     1.080133     0.12872776    308.0   26.0         -0.20052779    0.091116466        2.3704617     1.7664664           0.6143119       0.17138337        -0.12779962     0.082849555        -1.5901634     0.8102374     ""         ""      1.0214031    0.028765498    ""           ""            ""           ""              "TGSSADR J182617.6+183153" 276.5737   18.53149    0.9699       0.0972         "MRC 1824+185"  276.57626    18.533611     1.08    0.054         ""           ""           ""        ""              276.57364     18.531265     0.8593334     0.04296667     0.1427123      0.3451711     0.5992203      0.25597474    0.09744496    0.21164612    0.6571068       0.19665837    0.7607173       0.22570519    0.59717315      0.1759021     0.54467106    0.1456807     0.80231357      0.12822393    0.7425814     0.11714946    0.8150648     0.10235136    0.9647614     0.098443605    0.7139105     0.09311397     0.94938666   0.0725691     1.007325     0.06717651    1.0277746    0.067946464    1.0851507    0.0667421      0.9595275    0.06747936     0.98714435   0.061426647   1.0199199    0.06025365     1.0336093    0.06349172    
  "GLEAM J183059-360229"   277.7471     -36.04145     30.726812    0.5763402     166.0   25.0         -0.899041      0.11989564         0.9786721     0.1961474           0.29481986      0.08775929        -0.74870485     0.11690893         -0.72447884    0.033438      0.12       62      30.43606     0.02478743     ""           ""            ""           ""              "TGSSADR J183058.8-360231" 277.74506  -36.04208   57.574898    5.7577996      "MRC 1827-360"  277.74582    -36.043056    25.83   1.2915        277.74487    -36.041668   12.881    0.64405         277.7457      -36.04216     7.0627255     0.35313627     20.041883      0.62156576    21.912071      0.67007744    24.10591      0.7312081     25.980854       0.78591603    27.568428       0.8313755     28.600206       0.8610038     28.923656     0.87017244    29.274164       0.880259      30.533115     0.91783667    30.435545     0.9145809     30.418596     0.9137624      30.753214     0.9236884      30.393345    0.91289777    30.145752    0.9052668     29.92522     0.89881843     30.540384    0.917286       28.9792      0.8704596      29.124092    0.8747095     28.881254    0.8673091      29.161144    0.8758718     
  "GLEAM J184324-405254"   280.8525     -40.881805    1.1375622    0.061047517   182.0   33.0         -0.62204134    0.12105811         1.5742716     0.6345095           0.2665327       0.07789173        -0.48928067     0.13532013         -0.8725964     0.14380696    ""         ""      1.1318947    0.014887934    ""           ""            ""           ""              "TGSSADR J184324.5-405258" 280.85233  -40.88286   1.7278       0.1733         "MRC 1839-409"  280.85165    -40.88278     1.02    0.051         280.8523     -40.88275    0.5631    0.028155        ""            ""            ""            ""             0.5460984      0.14907306    0.5043307      0.1151484     0.8531576     0.10065375    0.8387157       0.089858055   0.9670281       0.08158602    1.0418386       0.07079656    0.94408077    0.060597904   1.0679317       0.05897038    1.1105362     0.056438237   1.1148764     0.052790347   1.0591371     0.04794496     1.1445185     0.049940176    1.1672235    0.04874348    1.1461856    0.047953535   1.1200978    0.051024485    1.175735     0.056367286    1.0955685    0.04275785     1.099156     0.042239815   1.084981     0.042696983    1.0928266    0.043995712   
  "GLEAM J185632-490955"   284.1357     -49.16536     1.2981397    0.045698326   150.0   14.0         -0.79393375    0.086882           2.188694      1.9853497           0.10714486      0.09800688        -0.76993346     0.2147811          -1.3060695     0.113414384   ""         ""      1.2085798    0.014493604    ""           ""            ""           ""              "TGSSADR J185632.7-491002" 284.13644  -49.16732   1.6021       0.1605         "MRC 1852-492"  284.135      -49.164722    1.08    0.054         284.13596    -49.167416   0.407     0.02035         ""            ""            ""            ""             0.54862905     0.13488564    0.77456206     0.10237448    0.9018497     0.09196398    0.9591996       0.0876269     1.2306074       0.07448331    1.1497129       0.06147684    1.2422652     0.057590175   1.2827032       0.05590076    1.2580861     0.051677074   1.3154788     0.049279764   1.3121608     0.048319843    1.2540014     0.046927266    1.2988932    0.04610129    1.2739569    0.0450186     1.2594686    0.046494465    1.209454     0.046991702    1.1665989    0.04568136     1.1283249    0.045906123   1.1050122    0.045316864    1.1165781    0.05097092    
  "GLEAM J185958-661503"   284.9939     -66.250854    4.059767     0.18980902    192.0   11.0         -0.38324282    0.0966424          2.1812859     1.6740249           0.48048267      0.08157598        -0.3472327      0.15901044         -1.0160884     0.055683713   0.58       62      4.0155554    0.029645156    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1854-663"  284.99292    -66.251114    4.41    0.22049999    284.99084    -66.25078    2.542     0.1271          ""            ""            ""            ""             1.8826424      0.13108979    2.216905       0.11755931    2.652027      0.113349736   2.9878461       0.11732609    3.142161        0.10841465    3.3024337       0.108281374   3.550402      0.112208635   3.7052405       0.11580033    3.8705547     0.12234648    3.9273334     0.12344462    4.0285687     0.12602231     4.0657806     0.12714885     4.013302     0.1250233     4.1071434    0.12932771    4.0947514    0.12765178     4.077908     0.12792225     3.9042146    0.12773402     4.134073     0.1335535     3.9760907    0.13061167     3.7556393    0.12869403    
  "GLEAM J190105-742928"   285.27234    -74.49118     1.0          0.1           125.0   25.0         -0.6357574     0.2586484          2.4468288     1.1312592           -0.40852964     0.12172755        -0.5664057      0.09636486         -1.4839163     0.21750179    ""         ""      0.76631206   0.024451502    ""           ""            ""           ""              ""                         ""         ""          ""           ""             ""              ""           ""            ""      ""            285.26868    -74.4903     0.3199    0.015995        ""            ""            ""            ""             0.9455729      0.16728811    0.71585244     0.12956293    0.7664647     0.108850904   0.95039105      0.10489257    0.9108991       0.082242996   1.0161253       0.06801742    0.9704928     0.060101338   0.97285306      0.055253927   1.0464587     0.058651865   0.88130254    0.05931345    0.9302961     0.057541896    0.87089765    0.0556839      0.8753439    0.061689716   0.9307102    0.054674868   0.7867975    0.049546063    0.76156723   0.044917148    0.7145375    0.05162096     0.66369635   0.045753025   0.59960645   0.049325384    0.5440888    0.053458523   
  "GLEAM J190251-774506"   285.71634    -77.751884    1.7588109    0.0811104     119.0   36.0         -0.3994067     0.106377706        1.0038383     1.615137            -0.30689213     0.09077715        -0.4474876      0.111070566        -0.7962151     0.14303614    ""         ""      1.4997569    0.027374929    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1855-778"  285.70917    -77.75        1.27    0.0635        285.70755    -77.749695   0.8089    0.040445        ""            ""            ""            ""             1.5221462      0.19733611    1.5153717      0.14343564    1.7429702     0.1290941     1.8100804       0.119827874   1.7427838       0.100431524   1.7155882       0.080373235   1.7689818     0.07355522    1.6990738       0.06928822    1.7369995     0.07284791    1.6134493     0.0722341     1.5119306     0.07054137     1.6613141     0.07287573     1.6494012    0.07321916    1.5390748    0.07270095    1.5720186    0.065912075    1.5406145    0.063805684    1.3579323    0.06429579     1.2814972    0.06470076    1.2663292    0.06290677     1.2315639    0.06533055    
  "GLEAM J190412-412505"   286.05338    -41.418167    0.8183815    0.036093164   298.0   86.0         -1.0093096     0.2671249          0.8673292     0.24083778          0.6226424       0.09531108        -0.33335504     0.14469655         -0.40559307    0.29135647    ""         ""      0.72712845   0.014569309    ""           ""            ""           ""              "TGSSADR J190412.7-412505" 286.05328  -41.41829   0.4071       0.0414         "MRC 1900-414"  286.0546     -41.418888    0.78    0.039         286.05347    -41.418415   0.4794    0.02397         ""            ""            ""            ""             0.4455713      0.1384141     0.47222435     0.105282955   0.5034348     0.08173078    0.28556892      0.070873395   0.534076        0.063748695   0.49628744      0.055336047   0.43422547    0.046709627   0.5127803       0.042723317   0.64404494    0.042816095   0.6562173     0.039841745   0.6072551     0.036532152    0.6999896     0.038418416    0.7039525    0.034043085   0.72575605   0.034487177   0.7250371    0.039920777    0.7026771    0.046764117    0.7104928    0.030704726    0.77799934   0.036073502   0.77587235   0.03558943     0.72703075   0.03625901    
  "GLEAM J190438-724952"   286.15918    -72.8312      0.9854854    0.03151956    213.0   79.0         -0.7326789     0.20365068         1.099545      0.54770434          0.39150918      0.093053244       -0.4995923      0.21124513         -1.1525555     0.22819369    ""         ""      0.99370193   0.024424797    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1858-729"  286.15625    -72.82861     0.99    0.0495        286.1567     -72.83061    0.5161    0.025805        ""            ""            ""            ""             0.5235748      0.13049552    0.7061213      0.10438408    0.53212225    0.0907479     0.62897944      0.08141156    0.70269644      0.07100851    0.73067087      0.05915997    0.7865231     0.048713773   0.8410905       0.046443768   0.94556665    0.05192684    0.9538039     0.053611986   1.0420052     0.055506784    1.0025817     0.05597092     0.96276003   0.061348245   1.0512024    0.057568844   0.9841467    0.050544824    1.0148286    0.047474105    0.9256099    0.05087179     0.84751993   0.048409875   0.89680976   0.050627       0.93927944   0.051482785   
  "GLEAM J190921-555827"   287.33868    -55.974403    1.213875     0.07779455    281.0   20.0         -0.4046729     0.08976643         2.1106071     1.8824035           1.0104748       0.084094405       -0.12077388     0.115144566        -0.9463497     0.20958601    ""         ""      1.1368827    0.014559764    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1905-560"  287.33624    -55.974167    1.08    0.054         287.33774    -55.9755     0.9409    0.047045        ""            ""            ""            ""             0.25553954     0.10756845    0.42963633     0.08860613    0.5147842     0.073429406   0.42145285      0.06571575    0.5032764       0.05852375    0.64608777      0.049375337   0.63665694    0.040892724   0.69683653      0.04001017    0.8841047     0.049174737   0.9525482     0.04574685    0.9340809     0.045536794    0.95603985    0.042896595    1.0378991    0.04260497    1.1080456    0.044200778   1.0816022    0.044301704    1.1598159    0.04785255     1.1760159    0.0460245      1.1536958    0.04707046    1.1377277    0.04493274     1.1986185    0.050451938   
  "GLEAM J191227-445532"   288.1126     -44.925686    0.54502624   0.061748523   235.0   47.0         -1.1074035     0.40696368         0.31249732    0.20145698          0.2410733       0.07568236        -0.3935414      0.086196356        -0.13486812    0.23483545    ""         ""      0.5374197    0.015749037    ""           ""            ""           ""              "TGSSADR J191227.0-445537" 288.11264  -44.92707   0.5197       0.0526         ""              ""           ""            ""      ""            288.1127     -44.92664    0.2983    0.014915        ""            ""            ""            ""             0.434051       0.13294263    0.4526481      0.10264032    0.48360285    0.085801356   0.5044698       0.07977881    0.49395055      0.071863465   0.41154727      0.056514278   0.473818      0.04954123    0.47333238      0.044971146   0.4461295     0.037007652   0.53330225    0.03451588    0.50245285    0.032454047    0.5678358     0.032829568    0.5634736    0.030329624   0.50004464   0.030065304   0.54101604   0.03406564     0.57598144   0.04013235     0.5342724    0.036298413    0.5083619    0.043021873   0.5421582    0.04171836     0.5343028    0.045461707   
  "GLEAM J191330-483939"   288.37808    -48.66105     3.1568387    0.06577609    97.0    8.0          -2.0678232     0.09352            ""            ""                  -0.7693986      0.088255264       -2.0678232      0.103457436        -1.1803746     0.07050422    ""         ""      1.7802378    0.013810019    ""           ""            ""           ""              "TGSSADR J191330.8-483943" 288.37848  -48.66218   2.8025       0.2803         ""              ""           ""            ""      ""            288.37833    -48.661835   0.0889    0.004445        ""            ""            ""            ""             2.834296       0.14989823    2.9347608      0.13238147    3.2998204     0.13110997    3.2073376       0.12017507    3.207951        0.113600746   3.0094314       0.1043596     3.035232      0.10122239    2.8364148       0.09418709    2.6468792     0.08626309    2.525874      0.08076863    2.3546503     0.07567457     2.2327383     0.071972296    2.1343923    0.06801301    2.0074828    0.064274564   1.9522722    0.064452484    1.7293797    0.060555834    1.7468534    0.059679624    1.5484923    0.056468584   1.5142006    0.055462144    1.3199365    0.056809854   
  "GLEAM J191350-463723"   288.46246    -46.623123    1.9298873    0.049941093   116.0   33.0         -0.506044      0.07530664         1.4457912     1.0129995           -0.2400375      0.088065244       -0.54231465     0.08018593         -0.6569855     0.10213339    ""         ""      1.5985101    0.015251203    ""           ""            ""           ""              "TGSSADR J191350.9-463719" 288.46222  -46.62208   1.8093001    0.1815         "MRC 1910-467"  288.4621     -46.62417     1.28    0.064         288.46255    -46.62314    0.7527    0.037635        ""            ""            ""            ""             1.612369       0.12781295    1.5939023      0.11108247    1.9448714     0.10185963    1.9231722       0.0948572     1.9155238       0.08955841    2.0666714       0.08261946    1.9640872     0.074780494   1.8962681       0.07189093    1.9350028     0.06799493    1.8527516     0.06328443    1.7398974     0.059430704    1.755285      0.059920315    1.6772317    0.05666066    1.6324853    0.05525096    1.654617     0.056487355    1.6401541    0.05868455     1.6008726    0.05617465     1.5874493    0.059503198   1.492237     0.056102764    1.4600013    0.05929313    
  "GLEAM J191445-555916"   288.68848    -55.987915    3.242392     0.17603073    103.0   24.0         -0.50544494    0.1064837          1.9295785     0.77731025          -0.24886812     0.07996946        -0.49406984     0.10856246         -0.42641455    0.04771204    ""         ""      2.7502189    0.015860576    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1910-560"  288.68668    -55.98722     2.1     0.105         288.6877     -55.9885     1.354     0.0677          ""            ""            ""            ""             3.1674323      0.14462039    3.2528617      0.13024284    3.1802607     0.11783429    3.1946037       0.11548589    3.259664        0.11497564    3.1870098       0.105775      3.134811      0.10121113    3.1115644       0.09943644    3.149811      0.10339914    3.0823324     0.10028857    3.042985      0.09880963     2.9332404     0.09567675     2.957939     0.094062254   2.8357067    0.090143315   2.8214872    0.09042679     2.7827592    0.09145328     2.5747807    0.085420206    2.6466827    0.087870635   2.5503852    0.08271636     2.4249997    0.0817041     
  "GLEAM J191811-093100"   289.5463     -9.516738     1.05401      0.24932078    123.0   36.0         -0.61837626    0.1741239          0.004230458   0.1716261           -0.45982593     0.10210261        -0.61837626     0.1741239          -1.113732      0.22864507    ""         ""      0.80826604   0.017315395    ""           ""            ""           ""              "TGSSADR J191810.8-093102" 289.5451   -9.51743    1.1244       0.113          "MRC 1915-096"  289.5454     -9.5175       0.88    0.044         ""           ""           ""        ""              289.54544     -9.516968     0.26943323    0.013471662    0.72731584     0.2378325     1.0478046      0.1675597     1.0313747     0.14210191    0.898186        0.11352587    0.9483587       0.12289623    1.0042658       0.09844779    1.066314      0.08326353    1.0652512       0.07487463    1.0314935     0.061681535   0.9188001     0.057734694   0.99871343    0.052550837    0.9643658     0.050091803    0.91545457   0.05002154    0.91683984   0.041193318   0.8757977    0.041440487    0.8998461    0.04140741     0.71172607   0.040183026    0.7462866    0.04412559    0.68577236   0.04780079     0.699965     0.04667826    
  "GLEAM J192103-621726"   290.2641     -62.290688    5.527873     0.37808374    76.0    27.0         -1.0257585     0.080503024        ""            ""                  -0.55940956     0.08924096        -0.96510005     0.076980054        -0.47412422    0.057199232   ""         ""      3.594653     0.025023371    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1916-623"  290.26334    -62.29028     2.11    0.1055        290.2622     -62.290443   0.9168    0.04584         ""            ""            ""            ""             5.6106925      0.22333673    5.6806636      0.20282398    5.2545953     0.18243653    5.333158        0.1826593     5.178438        0.17182738    5.1270685       0.16400902    4.8304477     0.15224867    4.7992215       0.15076937    4.634318      0.14481266    4.453707      0.13880225    4.2820234     0.1333509      4.1712284     0.13041638     4.0117373    0.12465128    3.8499887    0.11977679    3.802077     0.118778504    3.7495751    0.1175457      3.5246153    0.114449814    3.4708152    0.11314439    3.152109     0.10465815     3.0003116    0.10178985    
  "GLEAM J192243-325417"   290.68124    -32.904877    1.690521     0.033518787   127.0   26.0         -0.9741287     0.086764716        1.1481533     0.3076641           -0.19869862     0.08006303        -0.89432096     0.106509686        -0.7221545     0.10667113    ""         ""      1.4876006    0.012218286    ""           ""            ""           ""              "TGSSADR J192242.9-325425" 290.67908  -32.90699   1.6637       0.167          "MRC 1919-330"  290.68124    -32.905277    0.89    0.0445        290.67908    -32.906918   0.4303    0.021515        290.6798      -32.906673    0.26562285    0.013281143    1.2336758      0.15944782    1.655828       0.12663427    1.514649      0.10439074    1.5378963       0.0883229     1.7070415       0.09025575    1.6587318       0.07926092    1.7888385     0.07712856    1.667752        0.07237308    1.6167275     0.06066608    1.6192935     0.05918996    1.6219686     0.057514198    1.6403295     0.05794524     1.5978881    0.055310644   1.5370429    0.05201704    1.5469825    0.052403472    1.5215472    0.052389126    1.3539827    0.045703646    1.3951715    0.04722482    1.3696337    0.046373926    1.3394097    0.04685084    
  "GLEAM J192531-090129"   291.3797     -9.024843     1.2859815    0.1119651     172.0   34.0         -1.0842735     0.13137513         0.19066654    0.12123086          0.057934273     0.07504636        -0.61171603     0.088915594        -0.24205528    0.17678435    ""         ""      1.2801867    0.017810112    ""           ""            ""           ""              "TGSSADR J192530.8-090130" 291.37872  -9.02516    1.3431       0.1348         "MRC 1922-091"  291.37833    -9.024722     1.08    0.054         ""           ""           ""        ""              291.37848     -9.02519      0.4166932     0.02083466     1.1161687      0.2454597     1.194532       0.16907018    1.1386393     0.13781291    1.331116        0.109200634   1.2724816       0.11063228    1.0882689       0.092474855   1.1618683     0.083677165   1.2661022       0.076714665   1.1928306     0.061699092   1.2600119     0.05850666    1.2608589     0.053700194    1.3669649     0.056020085    1.2857208    0.05398573    1.2875684    0.04760966    1.3158034    0.049228113    1.3534775    0.049631353    1.253449     0.049601946    1.288841     0.053772647   1.1829926    0.057019968    1.2099005    0.07131417    
  "GLEAM J192716-191405"   291.81705    -19.234774    2.3350277    0.28316143    98.0    22.0         -1.0810784     0.08161519         ""            ""                  -0.34623384     0.092520684       -0.9282026      0.09261933         -0.46693286    0.072860986   ""         ""      1.8168851    0.012811628    ""           ""            ""           ""              "TGSSADR J192715.7-191407" 291.8157   -19.2354    1.6838001    0.1687         "MRC 1924-193"  291.81625    -19.235277    1.12    0.056         ""           ""           ""        ""              291.81573     -19.235283    0.31527278    0.015763639    2.059178       0.19203646    2.4354725      0.15440418    2.3170319     0.135844      2.3517392       0.1227045     2.3823085       0.12421134    2.308422        0.10347429    2.247373      0.096784696   2.1462576       0.095373146   2.244008      0.079717696   2.1796546     0.07634945    2.0896926     0.07109954     2.125648      0.071314976    1.9202634    0.06726181    1.9872452    0.0652828     1.9275703    0.06307915     1.8352797    0.059952654    1.8485545    0.060904425    1.7886436    0.05929581    1.7372109    0.05887129     1.695195     0.05919839    
  "GLEAM J192908-373251"   292.2857     -37.547665    6.352158     0.19449718    89.0    37.0         -0.8415185     0.07835177         ""            ""                  -0.4744804      0.091063574       -0.88953424     0.09682854         -0.5644002     0.044064384   0.7476     46      4.4939356    0.014297104    ""           ""            ""           ""              "TGSSADR J192908.4-373249" 292.28537  -37.54718   5.5416       0.5543         "MRC 1925-376"  292.28543    -37.548054    3.26    0.163         292.28525    -37.54711    1.546     0.0773          292.28568     -37.546867    0.8107534     0.04053767     6.061528       0.23289897    6.2979355      0.22199401    6.5013933     0.21408519    6.317002        0.20343138    6.2597785       0.19880725    6.323967        0.19702813    6.0367045     0.18698256    5.8128114       0.17976467    5.6096716     0.17326286    5.4459124     0.16697405    5.2828774     0.16188191     5.0480485     0.15502594     4.8332734    0.14772843    4.7207546    0.14401759    4.6527424    0.14238736     4.35125      0.13414815     4.2716665    0.13054419     4.295679     0.13255198    4.053924     0.12564352     3.95889      0.12396311    
  "GLEAM J192919-535014"   292.3298     -53.837337    1.8285847    0.028566457   141.0   16.0         -0.7344331     0.11086829         2.4101334     1.6456399           -0.012861085    0.078901865       -0.70396334     0.11740968         -1.0189869     0.086216584   ""         ""      1.6363875    0.015767341    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 1925-539"  292.33       -53.836666    1.08    0.054         292.32855    -53.83864    0.5914    0.02957         ""            ""            ""            ""             1.1086493      0.1260747     1.2559736      0.09915098    1.5867798     0.09016754    1.6778766       0.0845951     1.6936647       0.075435184   1.7469505       0.06921865    1.8274419     0.06613773    1.8332022       0.06597271    1.8435304     0.067672856   1.7251219     0.062089734   1.795496      0.063472636    1.7427298     0.062096894    1.7565202    0.058707446   1.7538419    0.059047725   1.6777016    0.0596241      1.6495621    0.06196893     1.5926062    0.06252385     1.5450757    0.06105827    1.468949     0.055818044    1.504135     0.05873073    
  "GLEAM J192935-342740"   292.39835    -34.4612      0.50373113   0.0555748     394.0   78.0         -1.311939      0.2638672          0.38012287    0.15071113          0.29220787      0.15285654        -0.34072408     0.1288595          0.0952606      0.5072052     ""         ""      0.43992403   0.014968287    ""           ""            ""           ""              "TGSSADR J192934.9-342739" 292.3956   -34.46102   0.31370002   0.034599997    ""              ""           ""            ""      ""            292.39447    -34.4605     0.3653    0.018265        292.39713     -34.461926    0.22545035    0.011272518    0.3537144      0.14477646    0.18244115     0.106594265   0.44559997    0.090720154   0.27376026      0.07975114    0.3435655       0.07792256    0.2917734       0.060198367   0.3895135     0.05836388    0.39218554      0.0530835     0.37241673    0.040357888   0.43308634    0.036890864   0.4536649     0.03326021     0.36667562    0.03213931     0.30831426   0.02859608    0.40881062   0.029032437   0.4520519    0.031193813    0.4548835    0.03260488     0.4459803    0.026699753    0.4468715    0.028329916   0.41754544   0.02975321     0.43747216   0.032204606   
  "GLEAM J193148-360657"   292.9508     -36.11599     3.3164198    0.104751386   112.0   27.0         -0.5931643     0.110466465        4.0668917     1.8461702           -0.33222356     0.07421614        -0.6285034      0.08413756         -0.79528064    0.06377648    ""         ""      2.5919755    0.015282623    ""           ""            ""           ""              "TGSSADR J193147.8-360659" 292.94937  -36.11661   3.2786999    0.3284         "MRC 1928-362"  292.95084    -36.116943    2.1     0.105         292.94934    -36.11628    1.265     0.06325         292.94952     -36.116444    0.7607433     0.038037166    3.0152974      0.17181201    2.914891       0.14128494    3.0773969     0.13010529    3.345993        0.13287412    3.3973155       0.1249047     3.4278674       0.1182594     3.3359442     0.1133162     3.286615        0.110162      3.2479925     0.10549105    3.0930023     0.099548474   2.9269443     0.09345803     2.882809      0.09237051     2.7869756    0.088809736   2.7088597    0.08581513    2.6555545    0.08479625     2.5773182    0.082619056    2.5137985    0.07961042     2.4325113    0.07848498    2.3655112    0.07733544     2.2632833    0.07665515    
  "GLEAM J193213-043038"   293.05432    -4.5106564    1.6624477    0.49264216    104.0   30.0         -0.9866196     0.14897072         0.06266991    0.1508519           -0.452277       0.07597949        -0.9866196      0.14897072         -0.7115214     0.1418633     ""         ""      1.2656524    0.018805465    293.05865    -4.50975      1.4458336    0.07229168      "TGSSADR J193213.0-043039" 293.05423  -4.51089    1.8923       0.18939999     "MRC 1929-046"  293.05374    -4.511667     0.95    0.0475        ""           ""           ""        ""              293.0539      -4.511157     0.1958016     0.009790081    1.457729       0.265401      1.4928491      0.18122303    1.6812947     0.16033475    1.6911547       0.13117403    1.8211713       0.14482632    1.486831        0.1112878     1.7231305     0.09786634    1.7071434       0.10100418    1.4725616     0.06295645    1.4927456     0.05849565    1.4457732     0.056143243    1.417375      0.054262396    1.3598245    0.056542292   1.383737     0.05204839    1.31453      0.051058907    1.2823558    0.04923314     1.2068664    0.05186276     1.1524994    0.05452367    1.1530262    0.06114213     0.96896756   0.083844736   
